player-1,player-2,avg
Subashis Roy,Nurul Hasan,25
Liton Das,Nurul Hasan,0
Shakib Al Hasan,Nurul Hasan,46.5
Mustafizur Rahman,Nurul Hasan,44
Anamul Haque,Nurul Hasan,0
Mohammad Naim,Nurul Hasan,0
Sabbir Rahman,Nurul Hasan,62.5
Shafiul Islam,Nurul Hasan,0
Abul Hasan,Nurul Hasan,0
Jubair Hossain,Nurul Hasan,0
Abu Jayed,Nurul Hasan,0
Afif Hossain,Nurul Hasan,0
Imrul Kayes,Nurul Hasan,85.5
Mohammad Saifuddin,Nurul Hasan,0
Najmul Hossain Shanto,Nurul Hasan,0
Nazmul Islam,Abu Hider,0
Abu Hider,Nasir Hossain,0
Abu Hider,Taskin Ahmed,0
Abu Hider,Mohammad Mithun,5
Abu Hider,Mominul Haque,10
Abu Hider,Mushfiqur Rahim,28
Al-Amin Hossain,Abu Hider,0
Tanbir Hayder,Abu Hider,0
Mashrafe Mortaza,Abu Hider,0.5
Sunzamul Islam,Abu Hider,0
Abu Hider,Mosaddek Hossain,27
Ariful Haque,Abu Hider,0
Fazle Mahmud,Abu Hider,0
Abu Hider,Arafat Sunny,0
Abu Hider,Rubel Hossain,1
Mehidy Hasan Miraz,Abu Hider,5
Abu Hider,Taijul Islam,0
Mahmudullah,Abu Hider,14
Abu Hider,Tamim Iqbal,0
Abu Hider,Soumya Sarkar,117
Abu Hider,Subashis Roy,0
Abu Hider,Liton Das,3.5
Abu Hider,Shakib Al Hasan,3
Mustafizur Rahman,Abu Hider,0
Abu Hider,Anamul Haque,0
Abu Hider,Mohammad Naim,0
Abu Hider,Sabbir Rahman,0
Abu Hider,Shafiul Islam,0
Abul Hasan,Abu Hider,0
Abu Hider,Jubair Hossain,0
Abu Hider,Abu Jayed,0
Abu Hider,Afif Hossain,0
Abu Hider,Imrul Kayes,115
Abu Hider,Mohammad Saifuddin,0
Abu Hider,Najmul Hossain Shanto,8
Nazmul Islam,Nasir Hossain,0
Nazmul Islam,Taskin Ahmed,0
Nazmul Islam,Mohammad Mithun,15.6
Nazmul Islam,Mominul Haque,0
Nazmul Islam,Mushfiqur Rahim,25.6
Al-Amin Hossain,Nazmul Islam,0
Nazmul Islam,Tanbir Hayder,0
Mashrafe Mortaza,Nazmul Islam,5.2
Sunzamul Islam,Nazmul Islam,0
Nazmul Islam,Mosaddek Hossain,0
Nazmul Islam,Ariful Haque,0
Nazmul Islam,Fazle Mahmud,0
Nazmul Islam,Arafat Sunny,0
Nazmul Islam,Rubel Hossain,7
Nazmul Islam,Mehidy Hasan Miraz,11.25
Nazmul Islam,Taijul Islam,0
Mahmudullah,Nazmul Islam,17
Nazmul Islam,Tamim Iqbal,0
Nazmul Islam,Soumya Sarkar,78.5
Nazmul Islam,Subashis Roy,0
Nazmul Islam,Liton Das,51.2
Nazmul Islam,Shakib Al Hasan,0
Nazmul Islam,Mustafizur Rahman,2.5
Nazmul Islam,Anamul Haque,0
Nazmul Islam,Mohammad Naim,0
Nazmul Islam,Sabbir Rahman,0
Nazmul Islam,Shafiul Islam,0
Abul Hasan,Nazmul Islam,0
Nazmul Islam,Jubair Hossain,0
Nazmul Islam,Abu Jayed,0
Nazmul Islam,Afif Hossain,0
Nazmul Islam,Imrul Kayes,86
Nazmul Islam,Mohammad Saifuddin,16.66666667
Nazmul Islam,Najmul Hossain Shanto,6
Nasir Hossain,Taskin Ahmed,12.09090909
Nasir Hossain,Mohammad Mithun,0
Nasir Hossain,Mominul Haque,0
Nasir Hossain,Mushfiqur Rahim,50.91304348
Al-Amin Hossain,Nasir Hossain,14
Tanbir Hayder,Nasir Hossain,0
Mashrafe Mortaza,Nasir Hossain,16.33333333
Sunzamul Islam,Nasir Hossain,10.5
Nasir Hossain,Mosaddek Hossain,36
Ariful Haque,Nasir Hossain,0
Fazle Mahmud,Nasir Hossain,0
Nasir Hossain,Arafat Sunny,15.85714286
Nasir Hossain,Rubel Hossain,9.176470588
Mehidy Hasan Miraz,Nasir Hossain,0
Nasir Hossain,Taijul Islam,11
Mahmudullah,Nasir Hossain,34.1
Nasir Hossain,Tamim Iqbal,56.72727273
Nasir Hossain,Soumya Sarkar,60.25
Nasir Hossain,Subashis Roy,0
Nasir Hossain,Liton Das,28.27272727
Nasir Hossain,Shakib Al Hasan,32.23809524
Mustafizur Rahman,Nasir Hossain,12.64285714
Nasir Hossain,Anamul Haque,15
Nasir Hossain,Mohammad Naim,0
Nasir Hossain,Sabbir Rahman,31.17391304
Nasir Hossain,Shafiul Islam,15.5
Abul Hasan,Nasir Hossain,6.5
Nasir Hossain,Jubair Hossain,36
Nasir Hossain,Abu Jayed,0
Nasir Hossain,Afif Hossain,0
Nasir Hossain,Imrul Kayes,55.5
Nasir Hossain,Mohammad Saifuddin,16.5
Nasir Hossain,Najmul Hossain Shanto,0
Mohammad Mithun,Taskin Ahmed,0
Mominul Haque,Taskin Ahmed,1
Mushfiqur Rahim,Taskin Ahmed,41.45833333
Al-Amin Hossain,Taskin Ahmed,0
Tanbir Hayder,Taskin Ahmed,4.5
Mashrafe Mortaza,Taskin Ahmed,10.45833333
Sunzamul Islam,Taskin Ahmed,0
Mosaddek Hossain,Taskin Ahmed,22.16666667
Ariful Haque,Taskin Ahmed,0
Fazle Mahmud,Taskin Ahmed,0
Arafat Sunny,Taskin Ahmed,0.75
Rubel Hossain,Taskin Ahmed,2.529411765
Mehidy Hasan Miraz,Taskin Ahmed,27.33333333
Taijul Islam,Taskin Ahmed,7.666666667
Mahmudullah,Taskin Ahmed,33.45833333
Tamim Iqbal,Taskin Ahmed,46.41666667
Soumya Sarkar,Taskin Ahmed,28.89473684
Subashis Roy,Taskin Ahmed,1
Liton Das,Taskin Ahmed,18.4
Shakib Al Hasan,Taskin Ahmed,35.76923077
Mustafizur Rahman,Taskin Ahmed,4.125
Anamul Haque,Taskin Ahmed,29.5
Mohammad Naim,Taskin Ahmed,0
Sabbir Rahman,Taskin Ahmed,24.19230769
Shafiul Islam,Taskin Ahmed,0.75
Abul Hasan,Taskin Ahmed,0
Jubair Hossain,Taskin Ahmed,0
Abu Jayed,Taskin Ahmed,0
Afif Hossain,Taskin Ahmed,0
Imrul Kayes,Taskin Ahmed,34.46153846
Mohammad Saifuddin,Taskin Ahmed,16
Najmul Hossain Shanto,Taskin Ahmed,0
Mohammad Mithun,Mominul Haque,38
Mohammad Mithun,Mushfiqur Rahim,66.08695652
Al-Amin Hossain,Mohammad Mithun,32
Tanbir Hayder,Mohammad Mithun,0
Mashrafe Mortaza,Mohammad Mithun,28.40909091
Sunzamul Islam,Mohammad Mithun,0
Mohammad Mithun,Mosaddek Hossain,37.66666667
Ariful Haque,Mohammad Mithun,7
Fazle Mahmud,Mohammad Mithun,30.5
Mohammad Mithun,Arafat Sunny,0
Mohammad Mithun,Rubel Hossain,21.5
Mehidy Hasan Miraz,Mohammad Mithun,32.875
Mohammad Mithun,Taijul Islam,28
Mahmudullah,Mohammad Mithun,41.52
Mohammad Mithun,Tamim Iqbal,59.52941176
Mohammad Mithun,Soumya Sarkar,64
Mohammad Mithun,Subashis Roy,0
Mohammad Mithun,Liton Das,67.33333333
Mohammad Mithun,Shakib Al Hasan,49.45454545
Mustafizur Rahman,Mohammad Mithun,25.95238095
Mohammad Mithun,Anamul Haque,18
Mohammad Mithun,Mohammad Naim,0
Mohammad Mithun,Sabbir Rahman,39
Mohammad Mithun,Shafiul Islam,16.5
Abul Hasan,Mohammad Mithun,0
Mohammad Mithun,Jubair Hossain,0
Mohammad Mithun,Abu Jayed,43
Mohammad Mithun,Afif Hossain,7
Mohammad Mithun,Imrul Kayes,93.83333333
Mohammad Mithun,Mohammad Saifuddin,34.42857143
Mohammad Mithun,Najmul Hossain Shanto,29.8
Mominul Haque,Mushfiqur Rahim,70.5
Al-Amin Hossain,Mominul Haque,0
Tanbir Hayder,Mominul Haque,0
Mashrafe Mortaza,Mominul Haque,11.66666667
Sunzamul Islam,Mominul Haque,0
Mominul Haque,Mosaddek Hossain,35
Ariful Haque,Mominul Haque,0
Fazle Mahmud,Mominul Haque,0
Arafat Sunny,Mominul Haque,0
Mominul Haque,Rubel Hossain,5.333333333
Mehidy Hasan Miraz,Mominul Haque,15
Taijul Islam,Mominul Haque,0
Mahmudullah,Mominul Haque,31.66666667
Mominul Haque,Tamim Iqbal,1
Mominul Haque,Soumya Sarkar,15.5
Subashis Roy,Mominul Haque,0
Mominul Haque,Liton Das,13
Shakib Al Hasan,Mominul Haque,29
Mustafizur Rahman,Mominul Haque,5
Mominul Haque,Anamul Haque,30
Mohammad Naim,Mominul Haque,0
Mominul Haque,Sabbir Rahman,54
Mominul Haque,Shafiul Islam,0
Abul Hasan,Mominul Haque,0
Jubair Hossain,Mominul Haque,0
Mominul Haque,Abu Jayed,0
Mominul Haque,Afif Hossain,0
Imrul Kayes,Mominul Haque,14
Mominul Haque,Mohammad Saifuddin,0
Mominul Haque,Najmul Hossain Shanto,16
Al-Amin Hossain,Mushfiqur Rahim,53
Tanbir Hayder,Mushfiqur Rahim,0
Mashrafe Mortaza,Mushfiqur Rahim,44.28985507
Sunzamul Islam,Mushfiqur Rahim,18
Mosaddek Hossain,Mushfiqur Rahim,57.83333333
Ariful Haque,Mushfiqur Rahim,28
Fazle Mahmud,Mushfiqur Rahim,27.5
Arafat Sunny,Mushfiqur Rahim,65.875
Mushfiqur Rahim,Rubel Hossain,44.52272727
Mehidy Hasan Miraz,Mushfiqur Rahim,50.83333333
Taijul Islam,Mushfiqur Rahim,43.42857143
Mahmudullah,Mushfiqur Rahim,66.27142857
Tamim Iqbal,Mushfiqur Rahim,82.41538462
Soumya Sarkar,Mushfiqur Rahim,72
Subashis Roy,Mushfiqur Rahim,0
Liton Das,Mushfiqur Rahim,65.38235294
Shakib Al Hasan,Mushfiqur Rahim,78.77586207
Mustafizur Rahman,Mushfiqur Rahim,39.54716981
Anamul Haque,Mushfiqur Rahim,51
Mohammad Naim,Mushfiqur Rahim,0
Sabbir Rahman,Mushfiqur Rahim,59.12727273
Shafiul Islam,Mushfiqur Rahim,44
Abul Hasan,Mushfiqur Rahim,69.5
Jubair Hossain,Mushfiqur Rahim,29
Abu Jayed,Mushfiqur Rahim,49
Afif Hossain,Mushfiqur Rahim,0
Imrul Kayes,Mushfiqur Rahim,84.40909091
Mohammad Saifuddin,Mushfiqur Rahim,48.38095238
Najmul Hossain Shanto,Mushfiqur Rahim,44
Al-Amin Hossain,Tanbir Hayder,0
Al-Amin Hossain,Mashrafe Mortaza,11.25
Al-Amin Hossain,Sunzamul Islam,0
Al-Amin Hossain,Mosaddek Hossain,0
Al-Amin Hossain,Ariful Haque,0
Al-Amin Hossain,Fazle Mahmud,0
Al-Amin Hossain,Arafat Sunny,7.333333333
Al-Amin Hossain,Rubel Hossain,0
Al-Amin Hossain,Mehidy Hasan Miraz,5
Al-Amin Hossain,Taijul Islam,0
Al-Amin Hossain,Mahmudullah,26.75
Al-Amin Hossain,Tamim Iqbal,72.75
Al-Amin Hossain,Soumya Sarkar,0
Al-Amin Hossain,Subashis Roy,0
Al-Amin Hossain,Liton Das,8.5
Al-Amin Hossain,Shakib Al Hasan,16
Al-Amin Hossain,Mustafizur Rahman,2.333333333
Al-Amin Hossain,Anamul Haque,0
Al-Amin Hossain,Mohammad Naim,0
Al-Amin Hossain,Sabbir Rahman,30.66666667
Al-Amin Hossain,Shafiul Islam,5
Al-Amin Hossain,Abul Hasan,0
Al-Amin Hossain,Jubair Hossain,0
Al-Amin Hossain,Abu Jayed,0
Al-Amin Hossain,Afif Hossain,0
Al-Amin Hossain,Imrul Kayes,75
Al-Amin Hossain,Mohammad Saifuddin,0
Al-Amin Hossain,Najmul Hossain Shanto,6
Mashrafe Mortaza,Tanbir Hayder,18
Sunzamul Islam,Tanbir Hayder,0
Tanbir Hayder,Mosaddek Hossain,9.5
Tanbir Hayder,Ariful Haque,0
Tanbir Hayder,Fazle Mahmud,0
Tanbir Hayder,Arafat Sunny,0
Tanbir Hayder,Rubel Hossain,0
Tanbir Hayder,Mehidy Hasan Miraz,0
Tanbir Hayder,Taijul Islam,0
Mahmudullah,Tanbir Hayder,4.5
Tanbir Hayder,Tamim Iqbal,40
Tanbir Hayder,Soumya Sarkar,0
Tanbir Hayder,Subashis Roy,3
Tanbir Hayder,Liton Das,0
Tanbir Hayder,Shakib Al Hasan,15
Tanbir Hayder,Mustafizur Rahman,3
Tanbir Hayder,Anamul Haque,0
Tanbir Hayder,Mohammad Naim,0
Tanbir Hayder,Sabbir Rahman,31
Tanbir Hayder,Shafiul Islam,0
Abul Hasan,Tanbir Hayder,0
Tanbir Hayder,Jubair Hossain,0
Tanbir Hayder,Abu Jayed,0
Tanbir Hayder,Afif Hossain,0
Tanbir Hayder,Imrul Kayes,54
Tanbir Hayder,Mohammad Saifuddin,0
Tanbir Hayder,Najmul Hossain Shanto,0
Mashrafe Mortaza,Sunzamul Islam,6.333333333
Mashrafe Mortaza,Mosaddek Hossain,24.74193548
Mashrafe Mortaza,Ariful Haque,0
Mashrafe Mortaza,Fazle Mahmud,1
Mashrafe Mortaza,Arafat Sunny,12.42857143
Mashrafe Mortaza,Rubel Hossain,6.829268293
Mashrafe Mortaza,Mehidy Hasan Miraz,15.08571429
Mashrafe Mortaza,Taijul Islam,5.6
Mashrafe Mortaza,Mahmudullah,30.2173913
Mashrafe Mortaza,Tamim Iqbal,50.42857143
Mashrafe Mortaza,Soumya Sarkar,39
Mashrafe Mortaza,Subashis Roy,18
Mashrafe Mortaza,Liton Das,35.91666667
Mashrafe Mortaza,Shakib Al Hasan,42.91525424
Mashrafe Mortaza,Mustafizur Rahman,7.20754717
Mashrafe Mortaza,Anamul Haque,23.44444444
Mashrafe Mortaza,Mohammad Naim,0
Mashrafe Mortaza,Sabbir Rahman,27.15384615
Mashrafe Mortaza,Shafiul Islam,11
Mashrafe Mortaza,Abul Hasan,8
Mashrafe Mortaza,Jubair Hossain,9
Mashrafe Mortaza,Abu Jayed,0
Mashrafe Mortaza,Afif Hossain,7
Mashrafe Mortaza,Imrul Kayes,53.08695652
Mashrafe Mortaza,Mohammad Saifuddin,16.13636364
Mashrafe Mortaza,Najmul Hossain Shanto,18.4
Sunzamul Islam,Mosaddek Hossain,0
Sunzamul Islam,Ariful Haque,0
Sunzamul Islam,Fazle Mahmud,0
Sunzamul Islam,Arafat Sunny,0
Sunzamul Islam,Rubel Hossain,9
Sunzamul Islam,Mehidy Hasan Miraz,0
Sunzamul Islam,Taijul Islam,0
Sunzamul Islam,Mahmudullah,7
Sunzamul Islam,Tamim Iqbal,75.33333333
Sunzamul Islam,Soumya Sarkar,87
Sunzamul Islam,Subashis Roy,0
Sunzamul Islam,Liton Das,0
Sunzamul Islam,Shakib Al Hasan,35.66666667
Sunzamul Islam,Mustafizur Rahman,12.33333333
Sunzamul Islam,Anamul Haque,19.5
Sunzamul Islam,Mohammad Naim,0
Sunzamul Islam,Sabbir Rahman,20
Sunzamul Islam,Shafiul Islam,0
Sunzamul Islam,Abul Hasan,0
Sunzamul Islam,Jubair Hossain,0
Sunzamul Islam,Abu Jayed,0
Sunzamul Islam,Afif Hossain,0
Sunzamul Islam,Imrul Kayes,0
Sunzamul Islam,Mohammad Saifuddin,0
Sunzamul Islam,Najmul Hossain Shanto,0
Ariful Haque,Mosaddek Hossain,0
Fazle Mahmud,Mosaddek Hossain,0
Arafat Sunny,Mosaddek Hossain,0
Mosaddek Hossain,Rubel Hossain,14.375
Mehidy Hasan Miraz,Mosaddek Hossain,28.44444444
Taijul Islam,Mosaddek Hossain,35.5
Mahmudullah,Mosaddek Hossain,41.40625
Tamim Iqbal,Mosaddek Hossain,59.93548387
Mosaddek Hossain,Soumya Sarkar,43.23809524
Subashis Roy,Mosaddek Hossain,4
Liton Das,Mosaddek Hossain,45
Shakib Al Hasan,Mosaddek Hossain,59.66666667
Mustafizur Rahman,Mosaddek Hossain,17
Mosaddek Hossain,Anamul Haque,15.66666667
Mohammad Naim,Mosaddek Hossain,0
Sabbir Rahman,Mosaddek Hossain,39.79166667
Shafiul Islam,Mosaddek Hossain,16.66666667
Abul Hasan,Mosaddek Hossain,0
Jubair Hossain,Mosaddek Hossain,0
Abu Jayed,Mosaddek Hossain,14
Afif Hossain,Mosaddek Hossain,0
Imrul Kayes,Mosaddek Hossain,62.85714286
Mohammad Saifuddin,Mosaddek Hossain,30
Mosaddek Hossain,Najmul Hossain Shanto,26
Ariful Haque,Fazle Mahmud,0
Ariful Haque,Arafat Sunny,0
Ariful Haque,Rubel Hossain,0
Ariful Haque,Mehidy Hasan Miraz,0
Ariful Haque,Taijul Islam,0
Mahmudullah,Ariful Haque,0
Ariful Haque,Tamim Iqbal,0
Ariful Haque,Soumya Sarkar,117
Ariful Haque,Subashis Roy,0
Ariful Haque,Liton Das,0
Ariful Haque,Shakib Al Hasan,0
Ariful Haque,Mustafizur Rahman,0
Ariful Haque,Anamul Haque,0
Ariful Haque,Mohammad Naim,0
Ariful Haque,Sabbir Rahman,0
Ariful Haque,Shafiul Islam,0
Abul Hasan,Ariful Haque,0
Ariful Haque,Jubair Hossain,0
Ariful Haque,Abu Jayed,0
Ariful Haque,Afif Hossain,0
Ariful Haque,Imrul Kayes,115
Ariful Haque,Mohammad Saifuddin,0
Ariful Haque,Najmul Hossain Shanto,0
Fazle Mahmud,Arafat Sunny,0
Fazle Mahmud,Rubel Hossain,0
Mehidy Hasan Miraz,Fazle Mahmud,0.5
Fazle Mahmud,Taijul Islam,0
Mahmudullah,Fazle Mahmud,0
Fazle Mahmud,Tamim Iqbal,0
Fazle Mahmud,Soumya Sarkar,0
Fazle Mahmud,Subashis Roy,0
Fazle Mahmud,Liton Das,43.5
Fazle Mahmud,Shakib Al Hasan,0
Mustafizur Rahman,Fazle Mahmud,0.5
Fazle Mahmud,Anamul Haque,0
Fazle Mahmud,Mohammad Naim,0
Fazle Mahmud,Sabbir Rahman,0
Fazle Mahmud,Shafiul Islam,0
Abul Hasan,Fazle Mahmud,0
Fazle Mahmud,Jubair Hossain,0
Fazle Mahmud,Abu Jayed,0
Fazle Mahmud,Afif Hossain,0
Fazle Mahmud,Imrul Kayes,117
Fazle Mahmud,Mohammad Saifuddin,25
Fazle Mahmud,Najmul Hossain Shanto,0
Arafat Sunny,Rubel Hossain,3.8
Mehidy Hasan Miraz,Arafat Sunny,0
Arafat Sunny,Taijul Islam,0
Mahmudullah,Arafat Sunny,31.14285714
Arafat Sunny,Tamim Iqbal,61.125
Arafat Sunny,Soumya Sarkar,52.2
Arafat Sunny,Subashis Roy,0
Arafat Sunny,Liton Das,23.25
Arafat Sunny,Shakib Al Hasan,18
Mustafizur Rahman,Arafat Sunny,12.5
Arafat Sunny,Anamul Haque,0
Arafat Sunny,Mohammad Naim,0
Arafat Sunny,Sabbir Rahman,25.125
Arafat Sunny,Shafiul Islam,0
Abul Hasan,Arafat Sunny,0
Arafat Sunny,Jubair Hossain,0
Arafat Sunny,Abu Jayed,0
Arafat Sunny,Afif Hossain,0
Arafat Sunny,Imrul Kayes,53.33333333
Arafat Sunny,Mohammad Saifuddin,0
Arafat Sunny,Najmul Hossain Shanto,0
Mehidy Hasan Miraz,Rubel Hossain,12.29411765
Taijul Islam,Rubel Hossain,18.25
Mahmudullah,Rubel Hossain,31.07317073
Tamim Iqbal,Rubel Hossain,45.43589744
Soumya Sarkar,Rubel Hossain,34.61290323
Subashis Roy,Rubel Hossain,0
Liton Das,Rubel Hossain,25.21052632
Shakib Al Hasan,Rubel Hossain,32.5
Mustafizur Rahman,Rubel Hossain,3.344827586
Anamul Haque,Rubel Hossain,17
Mohammad Naim,Rubel Hossain,0
Sabbir Rahman,Rubel Hossain,21.78947368
Shafiul Islam,Rubel Hossain,5.5
Abul Hasan,Rubel Hossain,3.5
Jubair Hossain,Rubel Hossain,0
Abu Jayed,Rubel Hossain,0
Afif Hossain,Rubel Hossain,0
Imrul Kayes,Rubel Hossain,15.83333333
Mohammad Saifuddin,Rubel Hossain,22.83333333
Najmul Hossain Shanto,Rubel Hossain,7.5
Mehidy Hasan Miraz,Taijul Islam,21
Mahmudullah,Mehidy Hasan Miraz,32.26315789
Mehidy Hasan Miraz,Tamim Iqbal,51
Mehidy Hasan Miraz,Soumya Sarkar,40.92
Mehidy Hasan Miraz,Subashis Roy,0
Mehidy Hasan Miraz,Liton Das,48.27272727
Mehidy Hasan Miraz,Shakib Al Hasan,54.95833333
Mustafizur Rahman,Mehidy Hasan Miraz,11.47058824
Mehidy Hasan Miraz,Anamul Haque,13.75
Mehidy Hasan Miraz,Mohammad Naim,0
Mehidy Hasan Miraz,Sabbir Rahman,31.88888889
Mehidy Hasan Miraz,Shafiul Islam,16.5
Abul Hasan,Mehidy Hasan Miraz,0
Mehidy Hasan Miraz,Jubair Hossain,0
Mehidy Hasan Miraz,Abu Jayed,0
Mehidy Hasan Miraz,Afif Hossain,7
Mehidy Hasan Miraz,Imrul Kayes,49.625
Mehidy Hasan Miraz,Mohammad Saifuddin,20
Mehidy Hasan Miraz,Najmul Hossain Shanto,23.6
Mahmudullah,Taijul Islam,46.125
Taijul Islam,Tamim Iqbal,63.375
Taijul Islam,Soumya Sarkar,42.8
Subashis Roy,Taijul Islam,0
Taijul Islam,Liton Das,103.6666667
Shakib Al Hasan,Taijul Islam,36.33333333
Mustafizur Rahman,Taijul Islam,1.666666667
Taijul Islam,Anamul Haque,53
Mohammad Naim,Taijul Islam,0
Taijul Islam,Sabbir Rahman,25.4
Taijul Islam,Shafiul Islam,16
Abul Hasan,Taijul Islam,0
Jubair Hossain,Taijul Islam,0
Taijul Islam,Abu Jayed,0
Taijul Islam,Afif Hossain,7
Imrul Kayes,Taijul Islam,25
Taijul Islam,Mohammad Saifuddin,14
Taijul Islam,Najmul Hossain Shanto,17.5
Mahmudullah,Tamim Iqbal,70.59375
Mahmudullah,Soumya Sarkar,58
Mahmudullah,Subashis Roy,2
Mahmudullah,Liton Das,50.59375
Mahmudullah,Shakib Al Hasan,63.54385965
Mahmudullah,Mustafizur Rahman,22.78431373
Mahmudullah,Anamul Haque,36.3
Mahmudullah,Mohammad Naim,3
Mahmudullah,Sabbir Rahman,46.52830189
Mahmudullah,Shafiul Islam,25.875
Mahmudullah,Abul Hasan,9.5
Mahmudullah,Jubair Hossain,5
Mahmudullah,Abu Jayed,32.5
Mahmudullah,Afif Hossain,10
Mahmudullah,Imrul Kayes,72.25
Mahmudullah,Mohammad Saifuddin,30
Mahmudullah,Najmul Hossain Shanto,50.8
Tamim Iqbal,Soumya Sarkar,71.80434783
Subashis Roy,Tamim Iqbal,17
Tamim Iqbal,Liton Das,68.5
Shakib Al Hasan,Tamim Iqbal,82.78571429
Mustafizur Rahman,Tamim Iqbal,43.40816327
Tamim Iqbal,Anamul Haque,71.7
Mohammad Naim,Tamim Iqbal,128
Sabbir Rahman,Tamim Iqbal,63.87272727
Shafiul Islam,Tamim Iqbal,47.875
Abul Hasan,Tamim Iqbal,72
Jubair Hossain,Tamim Iqbal,5
Abu Jayed,Tamim Iqbal,39
Afif Hossain,Tamim Iqbal,135
Imrul Kayes,Tamim Iqbal,74.25
Mohammad Saifuddin,Tamim Iqbal,49
Tamim Iqbal,Najmul Hossain Shanto,108.5
Subashis Roy,Soumya Sarkar,0
Liton Das,Soumya Sarkar,58.9047619
Shakib Al Hasan,Soumya Sarkar,74.325
Mustafizur Rahman,Soumya Sarkar,32.61111111
Anamul Haque,Soumya Sarkar,64.66666667
Mohammad Naim,Soumya Sarkar,0
Sabbir Rahman,Soumya Sarkar,57.63157895
Shafiul Islam,Soumya Sarkar,27.75
Abul Hasan,Soumya Sarkar,20
Jubair Hossain,Soumya Sarkar,32
Abu Jayed,Soumya Sarkar,54
Afif Hossain,Soumya Sarkar,0
Imrul Kayes,Soumya Sarkar,45.33333333
Mohammad Saifuddin,Soumya Sarkar,51.85714286
Najmul Hossain Shanto,Soumya Sarkar,0
Subashis Roy,Liton Das,0
Subashis Roy,Shakib Al Hasan,8
Mustafizur Rahman,Subashis Roy,0
Subashis Roy,Anamul Haque,0
Subashis Roy,Mohammad Naim,0
Subashis Roy,Sabbir Rahman,39
Subashis Roy,Shafiul Islam,0
Abul Hasan,Subashis Roy,0
Subashis Roy,Jubair Hossain,0
Subashis Roy,Abu Jayed,0
Subashis Roy,Afif Hossain,0
Subashis Roy,Imrul Kayes,60
Subashis Roy,Mohammad Saifuddin,0
Subashis Roy,Najmul Hossain Shanto,0
Shakib Al Hasan,Liton Das,57.43478261
Mustafizur Rahman,Liton Das,33.93103448
Liton Das,Anamul Haque,0
Mohammad Naim,Liton Das,176
Sabbir Rahman,Liton Das,42.44444444
Shafiul Islam,Liton Das,14
Abul Hasan,Liton Das,0
Jubair Hossain,Liton Das,5
Abu Jayed,Liton Das,76
Afif Hossain,Liton Das,183
Imrul Kayes,Liton Das,81.07692308
Mohammad Saifuddin,Liton Das,61.2
Liton Das,Najmul Hossain Shanto,48.8
Mustafizur Rahman,Shakib Al Hasan,42.87804878
Shakib Al Hasan,Anamul Haque,67.55555556
Shakib Al Hasan,Mohammad Naim,0
Shakib Al Hasan,Sabbir Rahman,52.875
