player-1,player-2,avg
AJ Turner,SR Watson,0
NM Coulter-Nile,SR Watson,23.66666667
GS Sandhu,SR Watson,41
PSP Handscomb,SR Watson,0
JP Faulkner,SR Watson,42.33333333
BJ Haddin,SR Watson,47
SR Watson,NM Lyon,0
HWR Cartwright,SR Watson,0
DJ Worrall,SR Watson,0
TM Head,SR Watson,0
CP Tremain,SR Watson,0
M Labuschagne,TD Paine,0
CA Lynn,M Labuschagne,0
MA Starc,M Labuschagne,37.66666667
SM Boland,M Labuschagne,0
MC Henriques,M Labuschagne,0
JL Pattinson,M Labuschagne,0
DA Warner,M Labuschagne,70.7
M Labuschagne,DJM Short,83.25
M Labuschagne,MS Wade,0
M Labuschagne,B Stanlake,0
MR Marsh,M Labuschagne,68.71428571
AC Agar,M Labuschagne,36.25
AJ Finch,M Labuschagne,81.8
SE Marsh,M Labuschagne,0
UT Khawaja,M Labuschagne,0
AT Carey,M Labuschagne,62.6
MP Stoinis,M Labuschagne,48.33333333
GJ Bailey,M Labuschagne,0
MJ Clarke,M Labuschagne,0
M Labuschagne,JM Mennie,0
JP Behrendorff,M Labuschagne,0
M Labuschagne,CL White,0
MG Johnson,M Labuschagne,0
M Labuschagne,JW Hastings,0
SD Heazlett,M Labuschagne,0
A Zampa,M Labuschagne,41.8
JA Richardson,M Labuschagne,132
SPD Smith,M Labuschagne,93.85714286
PJ Cummins,M Labuschagne,37.33333333
AJ Tye,M Labuschagne,0
KW Richardson,M Labuschagne,59.33333333
M Labuschagne,MG Neser,0
JA Burns,M Labuschagne,0
GJ Maxwell,M Labuschagne,91.66666667
JS Paris,M Labuschagne,0
AJ Turner,M Labuschagne,39
NM Coulter-Nile,M Labuschagne,0
GS Sandhu,M Labuschagne,0
PSP Handscomb,M Labuschagne,0
JP Faulkner,M Labuschagne,0
BJ Haddin,M Labuschagne,0
M Labuschagne,NM Lyon,0
HWR Cartwright,M Labuschagne,0
DJ Worrall,M Labuschagne,0
TM Head,M Labuschagne,0
CP Tremain,M Labuschagne,0
CA Lynn,TD Paine,0
MA Starc,TD Paine,30.66666667
SM Boland,TD Paine,0
MC Henriques,TD Paine,0
JL Pattinson,TD Paine,0
DA Warner,TD Paine,38.75
TD Paine,DJM Short,34.66666667
MS Wade,TD Paine,0
TD Paine,B Stanlake,6
MR Marsh,TD Paine,66.75
AC Agar,TD Paine,33.2
AJ Finch,TD Paine,60.57142857
SE Marsh,TD Paine,64.8
UT Khawaja,TD Paine,0
AT Carey,TD Paine,27
MP Stoinis,TD Paine,49.55555556
GJ Bailey,TD Paine,0
MJ Clarke,TD Paine,0
JM Mennie,TD Paine,0
JP Behrendorff,TD Paine,0
TD Paine,CL White,38
MG Johnson,TD Paine,0
TD Paine,JW Hastings,0
SD Heazlett,TD Paine,0
A Zampa,TD Paine,32
JA Richardson,TD Paine,14.66666667
SPD Smith,TD Paine,50.25
PJ Cummins,TD Paine,33
AJ Tye,TD Paine,27.83333333
KW Richardson,TD Paine,14.33333333
TD Paine,MG Neser,11.5
JA Burns,TD Paine,0
GJ Maxwell,TD Paine,53
JS Paris,TD Paine,0
AJ Turner,TD Paine,0
NM Coulter-Nile,TD Paine,0
GS Sandhu,TD Paine,0
PSP Handscomb,TD Paine,0
JP Faulkner,TD Paine,0
BJ Haddin,TD Paine,0
NM Lyon,TD Paine,4
HWR Cartwright,TD Paine,0
DJ Worrall,TD Paine,0
TM Head,TD Paine,54.875
CP Tremain,TD Paine,0
CA Lynn,MA Starc,25.75
CA Lynn,SM Boland,0
MC Henriques,CA Lynn,0
CA Lynn,JL Pattinson,0
CA Lynn,DA Warner,23
CA Lynn,DJM Short,15
CA Lynn,MS Wade,116
CA Lynn,B Stanlake,17
CA Lynn,MR Marsh,20
AC Agar,CA Lynn,0
CA Lynn,AJ Finch,38.66666667
CA Lynn,SE Marsh,86
UT Khawaja,CA Lynn,0
AT Carey,CA Lynn,60.33333333
MP Stoinis,CA Lynn,46
GJ Bailey,CA Lynn,0
CA Lynn,MJ Clarke,0
CA Lynn,JM Mennie,0
CA Lynn,JP Behrendorff,0
CA Lynn,CL White,0
CA Lynn,MG Johnson,0
CA Lynn,JW Hastings,0
SD Heazlett,CA Lynn,0
CA Lynn,A Zampa,33
JA Richardson,CA Lynn,0
CA Lynn,SPD Smith,16
CA Lynn,PJ Cummins,28
CA Lynn,AJ Tye,0
CA Lynn,KW Richardson,0
CA Lynn,MG Neser,0
JA Burns,CA Lynn,0
CA Lynn,GJ Maxwell,49
CA Lynn,JS Paris,0
CA Lynn,AJ Turner,0
CA Lynn,NM Coulter-Nile,49
CA Lynn,GS Sandhu,0
CA Lynn,PSP Handscomb,0
CA Lynn,JP Faulkner,21
CA Lynn,BJ Haddin,0
CA Lynn,NM Lyon,0
CA Lynn,HWR Cartwright,0
CA Lynn,DJ Worrall,0
CA Lynn,TM Head,32.25
CA Lynn,CP Tremain,0
MA Starc,SM Boland,0
MC Henriques,MA Starc,9.25
MA Starc,JL Pattinson,3
MA Starc,DA Warner,56.96078431
MA Starc,DJM Short,30.25
MA Starc,MS Wade,28.63636364
MA Starc,B Stanlake,11
MA Starc,MR Marsh,29.67857143
AC Agar,MA Starc,10
MA Starc,AJ Finch,42.47169811
MA Starc,SE Marsh,37.125
UT Khawaja,MA Starc,32.05882353
AT Carey,MA Starc,39.04347826
MP Stoinis,MA Starc,38
GJ Bailey,MA Starc,31.95
MA Starc,MJ Clarke,28.66666667
MA Starc,JM Mennie,0
MA Starc,JP Behrendorff,13.2
MA Starc,CL White,12
MA Starc,MG Johnson,4.25
MA Starc,JW Hastings,6.25
SD Heazlett,MA Starc,7
MA Starc,A Zampa,7.290322581
JA Richardson,MA Starc,3
MA Starc,SPD Smith,48.64
MA Starc,PJ Cummins,10.09302326
MA Starc,AJ Tye,7.666666667
MA Starc,KW Richardson,9.75
MA Starc,MG Neser,0
JA Burns,MA Starc,29
MA Starc,GJ Maxwell,34.11627907
MA Starc,JS Paris,0
MA Starc,AJ Turner,7.666666667
MA Starc,NM Coulter-Nile,19
MA Starc,GS Sandhu,0.5
MA Starc,PSP Handscomb,15.8
MA Starc,JP Faulkner,13.39130435
MA Starc,BJ Haddin,18.81818182
MA Starc,NM Lyon,10.16666667
MA Starc,HWR Cartwright,0
MA Starc,DJ Worrall,0
MA Starc,TM Head,38.14285714
MA Starc,CP Tremain,0
MC Henriques,SM Boland,0
JL Pattinson,SM Boland,0
SM Boland,DA Warner,64.2
SM Boland,DJM Short,0
SM Boland,MS Wade,11.15384615
SM Boland,B Stanlake,0
SM Boland,MR Marsh,44.5
AC Agar,SM Boland,0
AJ Finch,SM Boland,23.8
SM Boland,SE Marsh,46.66666667
UT Khawaja,SM Boland,33.5
AT Carey,SM Boland,0
MP Stoinis,SM Boland,0
GJ Bailey,SM Boland,38.76923077
MJ Clarke,SM Boland,0
SM Boland,JM Mennie,4
SM Boland,JP Behrendorff,0
SM Boland,CL White,0
MG Johnson,SM Boland,0
SM Boland,JW Hastings,12.4
SD Heazlett,SM Boland,0
A Zampa,SM Boland,4.25
JA Richardson,SM Boland,0
SM Boland,SPD Smith,42
SM Boland,PJ Cummins,0
SM Boland,AJ Tye,0
SM Boland,KW Richardson,0
SM Boland,MG Neser,0
JA Burns,SM Boland,0
SM Boland,GJ Maxwell,30.33333333
SM Boland,JS Paris,0
SM Boland,AJ Turner,0
SM Boland,NM Coulter-Nile,0
SM Boland,GS Sandhu,0
PSP Handscomb,SM Boland,0
SM Boland,JP Faulkner,4.428571429
BJ Haddin,SM Boland,0
SM Boland,NM Lyon,0
SM Boland,HWR Cartwright,0
SM Boland,DJ Worrall,4.5
TM Head,SM Boland,18.83333333
SM Boland,CP Tremain,13.5
MC Henriques,JL Pattinson,0
MC Henriques,DA Warner,19
MC Henriques,DJM Short,0
MC Henriques,MS Wade,43.66666667
MC Henriques,B Stanlake,0
MC Henriques,MR Marsh,0
MC Henriques,AC Agar,0
MC Henriques,AJ Finch,47.75
MC Henriques,SE Marsh,49
MC Henriques,UT Khawaja,0
MC Henriques,AT Carey,0
MC Henriques,MP Stoinis,0
MC Henriques,GJ Bailey,38
MC Henriques,MJ Clarke,0
MC Henriques,JM Mennie,0
MC Henriques,JP Behrendorff,0
MC Henriques,CL White,4
MC Henriques,MG Johnson,0
MC Henriques,JW Hastings,0
MC Henriques,SD Heazlett,0
MC Henriques,A Zampa,10.66666667
MC Henriques,JA Richardson,0
MC Henriques,SPD Smith,69.25
MC Henriques,PJ Cummins,12.5
MC Henriques,AJ Tye,0
MC Henriques,KW Richardson,0
MC Henriques,MG Neser,0
MC Henriques,JA Burns,0
MC Henriques,GJ Maxwell,39
MC Henriques,JS Paris,0
MC Henriques,AJ Turner,0
MC Henriques,NM Coulter-Nile,0
MC Henriques,GS Sandhu,4
MC Henriques,PSP Handscomb,0
MC Henriques,JP Faulkner,22.33333333
MC Henriques,BJ Haddin,46
MC Henriques,NM Lyon,8
MC Henriques,HWR Cartwright,0
MC Henriques,DJ Worrall,0
MC Henriques,TM Head,46.33333333
MC Henriques,CP Tremain,0
JL Pattinson,DA Warner,0
JL Pattinson,DJM Short,0
JL Pattinson,MS Wade,47
JL Pattinson,B Stanlake,0
JL Pattinson,MR Marsh,16
AC Agar,JL Pattinson,7
JL Pattinson,AJ Finch,35
JL Pattinson,SE Marsh,0
UT Khawaja,JL Pattinson,0
AT Carey,JL Pattinson,0
MP Stoinis,JL Pattinson,4
GJ Bailey,JL Pattinson,51
JL Pattinson,MJ Clarke,0
JL Pattinson,JM Mennie,0
JL Pattinson,JP Behrendorff,0
JL Pattinson,CL White,0
JL Pattinson,MG Johnson,0
JL Pattinson,JW Hastings,34
SD Heazlett,JL Pattinson,0
JL Pattinson,A Zampa,0
JA Richardson,JL Pattinson,0
JL Pattinson,SPD Smith,16
JL Pattinson,PJ Cummins,3.5
JL Pattinson,AJ Tye,0
JL Pattinson,KW Richardson,0
JL Pattinson,MG Neser,0
JA Burns,JL Pattinson,6.5
JL Pattinson,GJ Maxwell,52
JL Pattinson,JS Paris,0
JL Pattinson,AJ Turner,0
JL Pattinson,NM Coulter-Nile,0
JL Pattinson,GS Sandhu,0
JL Pattinson,PSP Handscomb,0
JL Pattinson,JP Faulkner,0
JL Pattinson,BJ Haddin,0
JL Pattinson,NM Lyon,0
JL Pattinson,HWR Cartwright,0
JL Pattinson,DJ Worrall,0
JL Pattinson,TM Head,0
JL Pattinson,CP Tremain,0
DA Warner,DJM Short,64.75
DA Warner,MS Wade,78.63888889
DA Warner,B Stanlake,21.5
DA Warner,MR Marsh,76.35897436
AC Agar,DA Warner,46.33333333
AJ Finch,DA Warner,95.375
DA Warner,SE Marsh,88.6
UT Khawaja,DA Warner,102
AT Carey,DA Warner,83.61904762
MP Stoinis,DA Warner,65.95238095
GJ Bailey,DA Warner,86.03571429
MJ Clarke,DA Warner,79
DA Warner,JM Mennie,112
DA Warner,JP Behrendorff,73
DA Warner,CL White,30.33333333
MG Johnson,DA Warner,46.25
DA Warner,JW Hastings,68.61538462
SD Heazlett,DA Warner,0
A Zampa,DA Warner,52.7804878
JA Richardson,DA Warner,31.5
DA Warner,SPD Smith,97.31818182
DA Warner,PJ Cummins,60.04761905
DA Warner,AJ Tye,22
DA Warner,KW Richardson,72.3
DA Warner,MG Neser,0
JA Burns,DA Warner,93
DA Warner,GJ Maxwell,79.11627907
DA Warner,JS Paris,5
DA Warner,AJ Turner,54.33333333
DA Warner,NM Coulter-Nile,65.64285714
DA Warner,GS Sandhu,24
PSP Handscomb,DA Warner,102.5714286
DA Warner,JP Faulkner,67.96153846
BJ Haddin,DA Warner,65.1
DA Warner,NM Lyon,57.11111111
DA Warner,HWR Cartwright,14
DA Warner,DJ Worrall,70.33333333
TM Head,DA Warner,88.96551724
DA Warner,CP Tremain,92.25
MS Wade,DJM Short,0
B Stanlake,DJM Short,32.5
MR Marsh,DJM Short,59.75
AC Agar,DJM Short,58
AJ Finch,DJM Short,52.375
SE Marsh,DJM Short,82
UT Khawaja,DJM Short,0
AT Carey,DJM Short,46.5
MP Stoinis,DJM Short,37.5
GJ Bailey,DJM Short,0
MJ Clarke,DJM Short,0
JM Mennie,DJM Short,0
JP Behrendorff,DJM Short,0
CL White,DJM Short,0
MG Johnson,DJM Short,0
JW Hastings,DJM Short,0
SD Heazlett,DJM Short,0
A Zampa,DJM Short,34.5
JA Richardson,DJM Short,37.33333333
SPD Smith,DJM Short,62.75
PJ Cummins,DJM Short,32.5
AJ Tye,DJM Short,25.5
KW Richardson,DJM Short,39.33333333
MG Neser,DJM Short,0
JA Burns,DJM Short,0
GJ Maxwell,DJM Short,32.33333333
JS Paris,DJM Short,0
AJ Turner,DJM Short,0
NM Coulter-Nile,DJM Short,34
GS Sandhu,DJM Short,0
PSP Handscomb,DJM Short,0
JP Faulkner,DJM Short,0
BJ Haddin,DJM Short,0
NM Lyon,DJM Short,48
HWR Cartwright,DJM Short,0
DJ Worrall,DJM Short,0
TM Head,DJM Short,52.5
CP Tremain,DJM Short,0
MS Wade,B Stanlake,50.5
MR Marsh,MS Wade,48.5
AC Agar,MS Wade,16.33333333
AJ Finch,MS Wade,52.2
SE Marsh,MS Wade,53.4
UT Khawaja,MS Wade,43.78571429
AT Carey,MS Wade,0
MP Stoinis,MS Wade,42.8
GJ Bailey,MS Wade,53.40625
MJ Clarke,MS Wade,0
JM Mennie,MS Wade,20.5
JP Behrendorff,MS Wade,0
MS Wade,CL White,0
MG Johnson,MS Wade,0
MS Wade,JW Hastings,29.23529412
SD Heazlett,MS Wade,0
A Zampa,MS Wade,20.64
JA Richardson,MS Wade,0
SPD Smith,MS Wade,61.02439024
PJ Cummins,MS Wade,23.63157895
AJ Tye,MS Wade,0
KW Richardson,MS Wade,11.16666667
MS Wade,MG Neser,0
JA Burns,MS Wade,52
GJ Maxwell,MS Wade,43.64
JS Paris,MS Wade,0
AJ Turner,MS Wade,0
NM Coulter-Nile,MS Wade,19.8
GS Sandhu,MS Wade,0
PSP Handscomb,MS Wade,35
JP Faulkner,MS Wade,29.68181818
BJ Haddin,MS Wade,0
NM Lyon,MS Wade,29.6
HWR Cartwright,MS Wade,6.5
DJ Worrall,MS Wade,9.333333333
TM Head,MS Wade,55.72
CP Tremain,MS Wade,33
MR Marsh,B Stanlake,5
AC Agar,B Stanlake,21.75
AJ Finch,B Stanlake,35.6
SE Marsh,B Stanlake,39.8
UT Khawaja,B Stanlake,21.5
AT Carey,B Stanlake,19
MP Stoinis,B Stanlake,16
GJ Bailey,B Stanlake,0
MJ Clarke,B Stanlake,0
JM Mennie,B Stanlake,0
JP Behrendorff,B Stanlake,0
CL White,B Stanlake,0
MG Johnson,B Stanlake,0
JW Hastings,B Stanlake,0
SD Heazlett,B Stanlake,0
A Zampa,B Stanlake,8
JA Richardson,B Stanlake,12
SPD Smith,B Stanlake,54.5
PJ Cummins,B Stanlake,8
AJ Tye,B Stanlake,12.5
KW Richardson,B Stanlake,8.5
MG Neser,B Stanlake,4
JA Burns,B Stanlake,0
GJ Maxwell,B Stanlake,33.8
JS Paris,B Stanlake,0
AJ Turner,B Stanlake,0
NM Coulter-Nile,B Stanlake,0
GS Sandhu,B Stanlake,0
PSP Handscomb,B Stanlake,70
JP Faulkner,B Stanlake,3
BJ Haddin,B Stanlake,0
NM Lyon,B Stanlake,3
HWR Cartwright,B Stanlake,0
DJ Worrall,B Stanlake,0
TM Head,B Stanlake,40.16666667
CP Tremain,B Stanlake,0
AC Agar,MR Marsh,21
AJ Finch,MR Marsh,64.22857143
SE Marsh,MR Marsh,64.33333333
UT Khawaja,MR Marsh,67.4
AT Carey,MR Marsh,53.625
MP Stoinis,MR Marsh,62.22222222
GJ Bailey,MR Marsh,56.82142857
MJ Clarke,MR Marsh,10
MR Marsh,JM Mennie,27.5
JP Behrendorff,MR Marsh,0
MR Marsh,CL White,52.66666667
MG Johnson,MR Marsh,23.75
MR Marsh,JW Hastings,42.84615385
SD Heazlett,MR Marsh,0
A Zampa,MR Marsh,29.12
JA Richardson,MR Marsh,46
MR Marsh,SPD Smith,65.23255814
PJ Cummins,MR Marsh,29.0952381
MR Marsh,AJ Tye,38.5
MR Marsh,KW Richardson,25.25
MR Marsh,MG Neser,0
JA Burns,MR Marsh,48.5
GJ Maxwell,MR Marsh,59.69230769
JS Paris,MR Marsh,12
MR Marsh,AJ Turner,0
MR Marsh,NM Coulter-Nile,31.16666667
MR Marsh,GS Sandhu,0
PSP Handscomb,MR Marsh,0
JP Faulkner,MR Marsh,41.07142857
BJ Haddin,MR Marsh,48.5
MR Marsh,NM Lyon,45.5
HWR Cartwright,MR Marsh,0
MR Marsh,DJ Worrall,13
TM Head,MR Marsh,53.0625
MR Marsh,CP Tremain,32.25
AC Agar,AJ Finch,69
AC Agar,SE Marsh,83.6
AC Agar,UT Khawaja,0
AC Agar,AT Carey,31.33333333
AC Agar,MP Stoinis,43.42857143
AC Agar,GJ Bailey,35.5
AC Agar,MJ Clarke,0
AC Agar,JM Mennie,0
AC Agar,JP Behrendorff,0
AC Agar,CL White,0
AC Agar,MG Johnson,0
AC Agar,JW Hastings,0
AC Agar,SD Heazlett,0
AC Agar,A Zampa,13.75
AC Agar,JA Richardson,37
AC Agar,SPD Smith,57.5
AC Agar,PJ Cummins,8.75
AC Agar,AJ Tye,48.33333333
AC Agar,KW Richardson,22.71428571
AC Agar,MG Neser,33.5
AC Agar,JA Burns,7
AC Agar,GJ Maxwell,39
AC Agar,JS Paris,0
AC Agar,AJ Turner,17.66666667
AC Agar,NM Coulter-Nile,8.5
AC Agar,GS Sandhu,0
AC Agar,PSP Handscomb,12
AC Agar,JP Faulkner,0
AC Agar,BJ Haddin,0
AC Agar,NM Lyon,11.5
AC Agar,HWR Cartwright,1
AC Agar,DJ Worrall,0
AC Agar,TM Head,53.71428571
AC Agar,CP Tremain,0
AJ Finch,SE Marsh,84.14814815
UT Khawaja,AJ Finch,84.8
AT Carey,AJ Finch,70.20512821
MP Stoinis,AJ Finch,69.125
GJ Bailey,AJ Finch,66.68965517
AJ Finch,MJ Clarke,49.5
AJ Finch,JM Mennie,10.5
AJ Finch,JP Behrendorff,28.27272727
AJ Finch,CL White,77.33333333
AJ Finch,MG Johnson,36.75
AJ Finch,JW Hastings,45.46153846
SD Heazlett,AJ Finch,8
AJ Finch,A Zampa,44.65306122
JA Richardson,AJ Finch,58.07692308
AJ Finch,SPD Smith,86.20338983
AJ Finch,PJ Cummins,48.53333333
AJ Finch,AJ Tye,59.6
AJ Finch,KW Richardson,57.86666667
AJ Finch,MG Neser,63.5
JA Burns,AJ Finch,49.66666667
AJ Finch,GJ Maxwell,73.35087719
AJ Finch,JS Paris,39.5
AJ Finch,AJ Turner,44.66666667
AJ Finch,NM Coulter-Nile,67.29411765
AJ Finch,GS Sandhu,64
AJ Finch,PSP Handscomb,83
AJ Finch,JP Faulkner,36.7037037
AJ Finch,BJ Haddin,55.36363636
AJ Finch,NM Lyon,53.61904762
AJ Finch,HWR Cartwright,0
AJ Finch,DJ Worrall,46
AJ Finch,TM Head,64.16666667
AJ Finch,CP Tremain,24.5
UT Khawaja,SE Marsh,87
AT Carey,SE Marsh,62
MP Stoinis,SE Marsh,73.52631579
GJ Bailey,SE Marsh,64.6
MJ Clarke,SE Marsh,0
SE Marsh,JM Mennie,0
JP Behrendorff,SE Marsh,49.83333333
SE Marsh,CL White,45
MG Johnson,SE Marsh,0
SE Marsh,JW Hastings,32.2
SD Heazlett,SE Marsh,20
A Zampa,SE Marsh,35.53846154
JA Richardson,SE Marsh,65.7
SE Marsh,SPD Smith,76.28571429
PJ Cummins,SE Marsh,35.1
SE Marsh,AJ Tye,71
SE Marsh,KW Richardson,43.3
SE Marsh,MG Neser,66.5
JA Burns,SE Marsh,0
GJ Maxwell,SE Marsh,77.56521739
JS Paris,SE Marsh,71
SE Marsh,AJ Turner,50
SE Marsh,NM Coulter-Nile,30.8
SE Marsh,GS Sandhu,45
PSP Handscomb,SE Marsh,76.53846154
JP Faulkner,SE Marsh,43.875
BJ Haddin,SE Marsh,87
SE Marsh,NM Lyon,44
HWR Cartwright,SE Marsh,0
SE Marsh,DJ Worrall,0
TM Head,SE Marsh,75.7
SE Marsh,CP Tremain,0
UT Khawaja,AT Carey,73.77272727
UT Khawaja,MP Stoinis,68.15789474
UT Khawaja,GJ Bailey,73.22222222
UT Khawaja,MJ Clarke,0
UT Khawaja,JM Mennie,0
UT Khawaja,JP Behrendorff,47.6
UT Khawaja,CL White,0
UT Khawaja,MG Johnson,0
UT Khawaja,JW Hastings,48.8
UT Khawaja,SD Heazlett,0
UT Khawaja,A Zampa,49.15384615
UT Khawaja,JA Richardson,71
UT Khawaja,SPD Smith,77.23809524
UT Khawaja,PJ Cummins,42.70588235
UT Khawaja,AJ Tye,0
UT Khawaja,KW Richardson,48.5
UT Khawaja,MG Neser,0
UT Khawaja,JA Burns,0
UT Khawaja,GJ Maxwell,65.13333333
UT Khawaja,JS Paris,0
UT Khawaja,AJ Turner,101
UT Khawaja,NM Coulter-Nile,53.92307692
UT Khawaja,GS Sandhu,0
UT Khawaja,PSP Handscomb,96.86666667
UT Khawaja,JP Faulkner,34
UT Khawaja,BJ Haddin,0
UT Khawaja,NM Lyon,53.6
UT Khawaja,HWR Cartwright,0
UT Khawaja,DJ Worrall,82
UT Khawaja,TM Head,57
UT Khawaja,CP Tremain,0
AT Carey,MP Stoinis,47.5862069
