player-1,player-2,avg
Yasir Shah,Usman Shinwari,6
Yasir Shah,Younis Khan,29
Yasir Shah,Babar Azam,31.1
Mohammad Hafeez,Yasir Shah,51.08333333
Nasir Jamshed,Yasir Shah,0
Fawad Alam,Yasir Shah,0
Mohammad Nawaz,Yasir Shah,60
Sohaib Maqsood,Yasir Shah,13
Yasir Shah,Mohammad Irfan,7.363636364
Yasir Shah,Shahid Afridi,35
Saad Nasim,Yasir Shah,0
Sami Aslam,Yasir Shah,17.5
Sharjeel Khan,Yasir Shah,42
Anwar Ali,Yasir Shah,11.8
Asif Ali,Yasir Shah,33.66666667
Shah Afridi,Yasir Shah,0
Yasir Shah,Azhar Ali,41.85714286
Yasir Shah,Zulfiqar Babar,0
Yasir Shah,Ahmed Shehzad,39.5
Saeed Ajmal,Yasir Shah,0
Shaheen Shah Afridi,Yasir Shah,0
Yasir Shah,Hammad Azam,0
Yasir Shah,Mohammad Rizwan,40.42857143
Yasir Shah,Bilawal Bhatti,0
Umar Amin,Sarfaraz Ahmed,5
Shadab Khan,Sarfaraz Ahmed,21.17948718
Saad Ali,Sarfaraz Ahmed,0
Bilal Asif,Sarfaraz Ahmed,16.33333333
Aamer Yamin,Sarfaraz Ahmed,37.75
Umar Gul,Sarfaraz Ahmed,41.25
Umar Akmal,Sarfaraz Ahmed,49.6
Zafar Gohar,Sarfaraz Ahmed,41
Mohammad Sami,Sarfaraz Ahmed,11
Wahab Riaz,Sarfaraz Ahmed,35.97058824
Rahat Ali,Sarfaraz Ahmed,33.45454545
Imam-ul-Haq,Sarfaraz Ahmed,64.8
Haris Sohail,Sarfaraz Ahmed,58.15
Kamran Akmal,Sarfaraz Ahmed,46
Misbah-ul-Haq,Sarfaraz Ahmed,82
Ehsan Adil,Sarfaraz Ahmed,37.75
Imad Wasim,Sarfaraz Ahmed,42.85365854
Hussain Talat,Sarfaraz Ahmed,43
Junaid Khan,Sarfaraz Ahmed,14.68421053
Rumman Raees,Sarfaraz Ahmed,12.44444444
Hasan Ali,Sarfaraz Ahmed,30.28888889
Mohammad Abbas,Sarfaraz Ahmed,0
Abid Ali,Sarfaraz Ahmed,99.5
Mohammad Amir,Sarfaraz Ahmed,30.08333333
Mohammad Hasnain,Sarfaraz Ahmed,73
Fakhar Zaman,Sarfaraz Ahmed,60.17073171
Shan Masood,Sarfaraz Ahmed,0
Faheem Ashraf,Sarfaraz Ahmed,22.05555556
Sohail Khan,Sarfaraz Ahmed,47.75
Asad Shafiq,Sarfaraz Ahmed,27.25
Usman Shinwari,Sarfaraz Ahmed,5.363636364
Younis Khan,Sarfaraz Ahmed,33.25
Babar Azam,Sarfaraz Ahmed,67.34920635
Mohammad Hafeez,Sarfaraz Ahmed,55.01818182
Nasir Jamshed,Sarfaraz Ahmed,0
Fawad Alam,Sarfaraz Ahmed,22.5
Mohammad Nawaz,Sarfaraz Ahmed,43.42857143
Sohaib Maqsood,Sarfaraz Ahmed,59.25
Mohammad Irfan,Sarfaraz Ahmed,25.05555556
Shahid Afridi,Sarfaraz Ahmed,62.2
Saad Nasim,Sarfaraz Ahmed,54
Sami Aslam,Sarfaraz Ahmed,62.66666667
Sharjeel Khan,Sarfaraz Ahmed,87.66666667
Anwar Ali,Sarfaraz Ahmed,33.66666667
Asif Ali,Sarfaraz Ahmed,48
Shah Afridi,Sarfaraz Ahmed,13
Azhar Ali,Sarfaraz Ahmed,63.23529412
Zulfiqar Babar,Sarfaraz Ahmed,0
Ahmed Shehzad,Sarfaraz Ahmed,51.66666667
Saeed Ajmal,Sarfaraz Ahmed,15.5
Shaheen Shah Afridi,Sarfaraz Ahmed,32
Hammad Azam,Sarfaraz Ahmed,11
Mohammad Rizwan,Sarfaraz Ahmed,52.26315789
Bilawal Bhatti,Sarfaraz Ahmed,13.5
Umar Amin,Shadab Khan,56
Umar Amin,Saad Ali,0
Umar Amin,Bilal Asif,0
Umar Amin,Aamer Yamin,34
Umar Gul,Umar Amin,0
Umar Akmal,Umar Amin,0
Umar Amin,Zafar Gohar,0
Umar Amin,Mohammad Sami,0
Umar Amin,Wahab Riaz,0
Rahat Ali,Umar Amin,0
Umar Amin,Imam-ul-Haq,0
Umar Amin,Haris Sohail,65
Kamran Akmal,Umar Amin,0
Misbah-ul-Haq,Umar Amin,0
Umar Amin,Ehsan Adil,0
Imad Wasim,Umar Amin,0
Umar Amin,Hussain Talat,0
Umar Amin,Junaid Khan,0
Rumman Raees,Umar Amin,7
Hasan Ali,Umar Amin,0
Mohammad Abbas,Umar Amin,0
Umar Amin,Abid Ali,0
Umar Amin,Mohammad Amir,0
Umar Amin,Mohammad Hasnain,0
Fakhar Zaman,Umar Amin,14
Shan Masood,Umar Amin,0
Umar Amin,Faheem Ashraf,25
Sohail Khan,Umar Amin,0
Asad Shafiq,Umar Amin,0
Umar Amin,Usman Shinwari,0
Umar Amin,Younis Khan,0
Umar Amin,Babar Azam,12
Mohammad Hafeez,Umar Amin,8
Nasir Jamshed,Umar Amin,0
Fawad Alam,Umar Amin,0
Mohammad Nawaz,Umar Amin,25
Sohaib Maqsood,Umar Amin,0
Umar Amin,Mohammad Irfan,0
Umar Amin,Shahid Afridi,0
Saad Nasim,Umar Amin,0
Sami Aslam,Umar Amin,0
Sharjeel Khan,Umar Amin,0
Anwar Ali,Umar Amin,0
Asif Ali,Umar Amin,0
Shah Afridi,Umar Amin,0
Umar Amin,Azhar Ali,0
Umar Amin,Zulfiqar Babar,0
Umar Amin,Ahmed Shehzad,0
Saeed Ajmal,Umar Amin,0
Shaheen Shah Afridi,Umar Amin,0
Umar Amin,Hammad Azam,0
Umar Amin,Mohammad Rizwan,0
Umar Amin,Bilawal Bhatti,0
Shadab Khan,Saad Ali,0
Shadab Khan,Bilal Asif,0
Shadab Khan,Aamer Yamin,86
Umar Gul,Shadab Khan,0
Umar Akmal,Shadab Khan,0
Shadab Khan,Zafar Gohar,0
Shadab Khan,Mohammad Sami,0
Shadab Khan,Wahab Riaz,9.363636364
Rahat Ali,Shadab Khan,0
Shadab Khan,Imam-ul-Haq,52.81481481
Shadab Khan,Haris Sohail,53.33333333
Kamran Akmal,Shadab Khan,22.66666667
Misbah-ul-Haq,Shadab Khan,0
Shadab Khan,Ehsan Adil,0
Imad Wasim,Shadab Khan,23.04166667
Shadab Khan,Hussain Talat,20
Shadab Khan,Junaid Khan,4.714285714
Rumman Raees,Shadab Khan,24.33333333
Hasan Ali,Shadab Khan,14
Mohammad Abbas,Shadab Khan,0
Shadab Khan,Abid Ali,74
Shadab Khan,Mohammad Amir,9.185185185
Shadab Khan,Mohammad Hasnain,0
Fakhar Zaman,Shadab Khan,52.5
Shan Masood,Shadab Khan,0
Shadab Khan,Faheem Ashraf,18.13333333
Sohail Khan,Shadab Khan,0
Asad Shafiq,Shadab Khan,0
Shadab Khan,Usman Shinwari,3.916666667
Shadab Khan,Younis Khan,0
Shadab Khan,Babar Azam,49.51219512
Mohammad Hafeez,Shadab Khan,41.12903226
Nasir Jamshed,Shadab Khan,0
Fawad Alam,Shadab Khan,0
Mohammad Nawaz,Shadab Khan,22.8
Sohaib Maqsood,Shadab Khan,0
Shadab Khan,Mohammad Irfan,0
Shadab Khan,Shahid Afridi,0
Saad Nasim,Shadab Khan,0
Sami Aslam,Shadab Khan,0
Sharjeel Khan,Shadab Khan,0
Anwar Ali,Shadab Khan,0
Asif Ali,Shadab Khan,25.77777778
Shah Afridi,Shadab Khan,2
Shadab Khan,Azhar Ali,42.85714286
Shadab Khan,Zulfiqar Babar,0
Shadab Khan,Ahmed Shehzad,26.83333333
Saeed Ajmal,Shadab Khan,0
Shaheen Shah Afridi,Shadab Khan,7.818181818
Shadab Khan,Hammad Azam,0
Shadab Khan,Mohammad Rizwan,16.5
Shadab Khan,Bilawal Bhatti,0
Saad Ali,Bilal Asif,0
Saad Ali,Aamer Yamin,0
Umar Gul,Saad Ali,0
Umar Akmal,Saad Ali,30.5
Saad Ali,Zafar Gohar,0
Saad Ali,Mohammad Sami,0
Saad Ali,Wahab Riaz,0
Rahat Ali,Saad Ali,0
Saad Ali,Imam-ul-Haq,0
Saad Ali,Haris Sohail,83
Kamran Akmal,Saad Ali,0
Misbah-ul-Haq,Saad Ali,0
Saad Ali,Ehsan Adil,0
Imad Wasim,Saad Ali,31
Saad Ali,Hussain Talat,0
Saad Ali,Junaid Khan,5.5
Rumman Raees,Saad Ali,0
Hasan Ali,Saad Ali,0
Mohammad Abbas,Saad Ali,4
Saad Ali,Abid Ali,61.5
Saad Ali,Mohammad Amir,0
Saad Ali,Mohammad Hasnain,7
Fakhar Zaman,Saad Ali,0
Shan Masood,Saad Ali,30.5
Faheem Ashraf,Saad Ali,0
Sohail Khan,Saad Ali,0
Asad Shafiq,Saad Ali,0
Usman Shinwari,Saad Ali,8.5
Saad Ali,Younis Khan,0
Saad Ali,Babar Azam,0
Mohammad Hafeez,Saad Ali,0
Nasir Jamshed,Saad Ali,0
Fawad Alam,Saad Ali,0
Mohammad Nawaz,Saad Ali,0
Sohaib Maqsood,Saad Ali,0
Mohammad Irfan,Saad Ali,0
Saad Ali,Shahid Afridi,0
Saad Nasim,Saad Ali,0
Sami Aslam,Saad Ali,0
Sharjeel Khan,Saad Ali,0
Anwar Ali,Saad Ali,0
Asif Ali,Saad Ali,0
Shah Afridi,Saad Ali,0
Azhar Ali,Saad Ali,0
Saad Ali,Zulfiqar Babar,0
Saad Ali,Ahmed Shehzad,0
Saeed Ajmal,Saad Ali,0
Shaheen Shah Afridi,Saad Ali,0
Hammad Azam,Saad Ali,0
Saad Ali,Mohammad Rizwan,63.5
Bilawal Bhatti,Saad Ali,0
Aamer Yamin,Bilal Asif,50
Umar Gul,Bilal Asif,0
Umar Akmal,Bilal Asif,0
Zafar Gohar,Bilal Asif,0
Mohammad Sami,Bilal Asif,0
Wahab Riaz,Bilal Asif,14.33333333
Rahat Ali,Bilal Asif,0
Imam-ul-Haq,Bilal Asif,0
Haris Sohail,Bilal Asif,0
Kamran Akmal,Bilal Asif,0
Misbah-ul-Haq,Bilal Asif,0
Ehsan Adil,Bilal Asif,0
Imad Wasim,Bilal Asif,38
Hussain Talat,Bilal Asif,0
Junaid Khan,Bilal Asif,0
Rumman Raees,Bilal Asif,0
Hasan Ali,Bilal Asif,0
Mohammad Abbas,Bilal Asif,0
Abid Ali,Bilal Asif,0
Mohammad Amir,Bilal Asif,0
Mohammad Hasnain,Bilal Asif,0
Fakhar Zaman,Bilal Asif,0
Shan Masood,Bilal Asif,0
Faheem Ashraf,Bilal Asif,0
Sohail Khan,Bilal Asif,0
Asad Shafiq,Bilal Asif,38.5
Usman Shinwari,Bilal Asif,0
Younis Khan,Bilal Asif,11
Babar Azam,Bilal Asif,64
Mohammad Hafeez,Bilal Asif,60.66666667
Nasir Jamshed,Bilal Asif,0
Fawad Alam,Bilal Asif,0
Mohammad Nawaz,Bilal Asif,0
Sohaib Maqsood,Bilal Asif,0
Mohammad Irfan,Bilal Asif,13.33333333
Shahid Afridi,Bilal Asif,0
Saad Nasim,Bilal Asif,0
Sami Aslam,Bilal Asif,0
Sharjeel Khan,Bilal Asif,0
Anwar Ali,Bilal Asif,2
Asif Ali,Bilal Asif,0
Shah Afridi,Bilal Asif,0
Azhar Ali,Bilal Asif,5.5
Zulfiqar Babar,Bilal Asif,0
Ahmed Shehzad,Bilal Asif,70
Saeed Ajmal,Bilal Asif,0
Shaheen Shah Afridi,Bilal Asif,0
Hammad Azam,Bilal Asif,0
Mohammad Rizwan,Bilal Asif,23
Bilawal Bhatti,Bilal Asif,0
Umar Gul,Aamer Yamin,0
Umar Akmal,Aamer Yamin,0
Zafar Gohar,Aamer Yamin,0
Mohammad Sami,Aamer Yamin,0
Wahab Riaz,Aamer Yamin,22
Rahat Ali,Aamer Yamin,0
Imam-ul-Haq,Aamer Yamin,0
Haris Sohail,Aamer Yamin,95
Kamran Akmal,Aamer Yamin,0
Misbah-ul-Haq,Aamer Yamin,0
Ehsan Adil,Aamer Yamin,0
Imad Wasim,Aamer Yamin,31
Hussain Talat,Aamer Yamin,0
Junaid Khan,Aamer Yamin,0
Rumman Raees,Aamer Yamin,37
Hasan Ali,Aamer Yamin,0
Mohammad Abbas,Aamer Yamin,0
Abid Ali,Aamer Yamin,0
Mohammad Amir,Aamer Yamin,0
Mohammad Hasnain,Aamer Yamin,0
Fakhar Zaman,Aamer Yamin,44
Shan Masood,Aamer Yamin,0
Faheem Ashraf,Aamer Yamin,55
Sohail Khan,Aamer Yamin,0
Asad Shafiq,Aamer Yamin,50.5
Usman Shinwari,Aamer Yamin,0
Younis Khan,Aamer Yamin,0
Babar Azam,Aamer Yamin,42
Mohammad Hafeez,Aamer Yamin,37.75
Nasir Jamshed,Aamer Yamin,0
Fawad Alam,Aamer Yamin,0
Mohammad Nawaz,Aamer Yamin,55
Sohaib Maqsood,Aamer Yamin,0
Mohammad Irfan,Aamer Yamin,21
Shahid Afridi,Aamer Yamin,0
Saad Nasim,Aamer Yamin,0
Sami Aslam,Aamer Yamin,0
Sharjeel Khan,Aamer Yamin,0
Anwar Ali,Aamer Yamin,0
Asif Ali,Aamer Yamin,0
Shah Afridi,Aamer Yamin,0
Azhar Ali,Aamer Yamin,37.5
Zulfiqar Babar,Aamer Yamin,0
Ahmed Shehzad,Aamer Yamin,22.5
Saeed Ajmal,Aamer Yamin,0
Shaheen Shah Afridi,Aamer Yamin,0
Hammad Azam,Aamer Yamin,0
Mohammad Rizwan,Aamer Yamin,48.66666667
Bilawal Bhatti,Aamer Yamin,0
Umar Gul,Umar Akmal,0
Umar Gul,Zafar Gohar,0
Umar Gul,Mohammad Sami,0
Umar Gul,Wahab Riaz,3.5
Umar Gul,Rahat Ali,0
Umar Gul,Imam-ul-Haq,0
Umar Gul,Haris Sohail,52
Umar Gul,Kamran Akmal,0
Umar Gul,Misbah-ul-Haq,0
Umar Gul,Ehsan Adil,0
Umar Gul,Imad Wasim,24
Umar Gul,Hussain Talat,0
Umar Gul,Junaid Khan,4
Umar Gul,Rumman Raees,0
Umar Gul,Hasan Ali,5
Umar Gul,Mohammad Abbas,0
Umar Gul,Abid Ali,0
Umar Gul,Mohammad Amir,0
Umar Gul,Mohammad Hasnain,0
Umar Gul,Fakhar Zaman,0
Umar Gul,Shan Masood,0
Umar Gul,Faheem Ashraf,0
Umar Gul,Sohail Khan,0
Umar Gul,Asad Shafiq,0
Umar Gul,Usman Shinwari,0
Umar Gul,Younis Khan,0
Umar Gul,Babar Azam,29.5
Umar Gul,Mohammad Hafeez,17.33333333
Umar Gul,Nasir Jamshed,0
Umar Gul,Fawad Alam,4
Umar Gul,Mohammad Nawaz,22.75
Umar Gul,Sohaib Maqsood,0
Umar Gul,Mohammad Irfan,6
Umar Gul,Shahid Afridi,0
Umar Gul,Saad Nasim,22
Umar Gul,Sami Aslam,37.5
Umar Gul,Sharjeel Khan,50
Umar Gul,Anwar Ali,0
Umar Gul,Asif Ali,0
Umar Gul,Shah Afridi,0
Umar Gul,Azhar Ali,60.6
Umar Gul,Zulfiqar Babar,1
Umar Gul,Ahmed Shehzad,0
Umar Gul,Saeed Ajmal,0
Umar Gul,Shaheen Shah Afridi,0
Umar Gul,Hammad Azam,0
Umar Gul,Mohammad Rizwan,16.66666667
Umar Gul,Bilawal Bhatti,0
Umar Akmal,Zafar Gohar,0
Umar Akmal,Mohammad Sami,0
Umar Akmal,Wahab Riaz,38.5
Rahat Ali,Umar Akmal,23.25
Umar Akmal,Imam-ul-Haq,54.33333333
Umar Akmal,Haris Sohail,58
Kamran Akmal,Umar Akmal,0
Misbah-ul-Haq,Umar Akmal,68.75
Umar Akmal,Ehsan Adil,19.75
Imad Wasim,Umar Akmal,48.77777778
Umar Akmal,Hussain Talat,0
Umar Akmal,Junaid Khan,29.28571429
Rumman Raees,Umar Akmal,0
Hasan Ali,Umar Akmal,30.6
Umar Akmal,Mohammad Abbas,35.66666667
Umar Akmal,Abid Ali,81
Umar Akmal,Mohammad Amir,35.5
Umar Akmal,Mohammad Hasnain,19.66666667
Fakhar Zaman,Umar Akmal,0
Umar Akmal,Shan Masood,52.2
Umar Akmal,Faheem Ashraf,53
Sohail Khan,Umar Akmal,27.66666667
Umar Akmal,Asad Shafiq,37.5
Umar Akmal,Usman Shinwari,30.66666667
Umar Akmal,Younis Khan,36.4
Umar Akmal,Babar Azam,82.6
Mohammad Hafeez,Umar Akmal,51
Nasir Jamshed,Umar Akmal,46.5
Fawad Alam,Umar Akmal,0
Umar Akmal,Mohammad Nawaz,18
Umar Akmal,Sohaib Maqsood,42.16666667
Umar Akmal,Mohammad Irfan,21.16666667
Umar Akmal,Shahid Afridi,43.125
Saad Nasim,Umar Akmal,0
Sami Aslam,Umar Akmal,0
Umar Akmal,Sharjeel Khan,76.2
Anwar Ali,Umar Akmal,0
Umar Akmal,Asif Ali,0
Umar Akmal,Shah Afridi,0
Umar Akmal,Azhar Ali,37
Umar Akmal,Zulfiqar Babar,0
Umar Akmal,Ahmed Shehzad,45.75
Saeed Ajmal,Umar Akmal,0
Shaheen Shah Afridi,Umar Akmal,0
Umar Akmal,Hammad Azam,0
Umar Akmal,Mohammad Rizwan,56.3
Umar Akmal,Bilawal Bhatti,13
Mohammad Sami,Zafar Gohar,0
Wahab Riaz,Zafar Gohar,50
Rahat Ali,Zafar Gohar,0
Imam-ul-Haq,Zafar Gohar,0
Haris Sohail,Zafar Gohar,0
Kamran Akmal,Zafar Gohar,0
Misbah-ul-Haq,Zafar Gohar,0
Ehsan Adil,Zafar Gohar,0
Imad Wasim,Zafar Gohar,0
Hussain Talat,Zafar Gohar,0
Junaid Khan,Zafar Gohar,0
Rumman Raees,Zafar Gohar,0
Hasan Ali,Zafar Gohar,0
Mohammad Abbas,Zafar Gohar,0
Abid Ali,Zafar Gohar,0
Mohammad Amir,Zafar Gohar,0
Mohammad Hasnain,Zafar Gohar,0
Fakhar Zaman,Zafar Gohar,0
Shan Masood,Zafar Gohar,0
Faheem Ashraf,Zafar Gohar,0
Sohail Khan,Zafar Gohar,0
Asad Shafiq,Zafar Gohar,0
Usman Shinwari,Zafar Gohar,0
Younis Khan,Zafar Gohar,0
Babar Azam,Zafar Gohar,37
Mohammad Hafeez,Zafar Gohar,60
Nasir Jamshed,Zafar Gohar,0
Fawad Alam,Zafar Gohar,0
Mohammad Nawaz,Zafar Gohar,0
Sohaib Maqsood,Zafar Gohar,0
Mohammad Irfan,Zafar Gohar,15
Shahid Afridi,Zafar Gohar,0
Saad Nasim,Zafar Gohar,0
Sami Aslam,Zafar Gohar,0
Sharjeel Khan,Zafar Gohar,0
Anwar Ali,Zafar Gohar,22
Asif Ali,Zafar Gohar,0
Shah Afridi,Zafar Gohar,0
Azhar Ali,Zafar Gohar,51
Zulfiqar Babar,Zafar Gohar,0
Ahmed Shehzad,Zafar Gohar,0
Saeed Ajmal,Zafar Gohar,0
Shaheen Shah Afridi,Zafar Gohar,0
Hammad Azam,Zafar Gohar,0
Mohammad Rizwan,Zafar Gohar,16
Bilawal Bhatti,Zafar Gohar,0
Mohammad Sami,Wahab Riaz,0
Rahat Ali,Mohammad Sami,0
Imam-ul-Haq,Mohammad Sami,0
Mohammad Sami,Haris Sohail,70.5
Kamran Akmal,Mohammad Sami,0
Misbah-ul-Haq,Mohammad Sami,0
Ehsan Adil,Mohammad Sami,0
Imad Wasim,Mohammad Sami,0
Hussain Talat,Mohammad Sami,0
Junaid Khan,Mohammad Sami,0
Rumman Raees,Mohammad Sami,0
Hasan Ali,Mohammad Sami,0
Mohammad Abbas,Mohammad Sami,0
Abid Ali,Mohammad Sami,0
Mohammad Amir,Mohammad Sami,0
Mohammad Sami,Mohammad Hasnain,0
Fakhar Zaman,Mohammad Sami,0
Shan Masood,Mohammad Sami,0
Faheem Ashraf,Mohammad Sami,0
Sohail Khan,Mohammad Sami,0
Asad Shafiq,Mohammad Sami,19.5
Usman Shinwari,Mohammad Sami,0
Younis Khan,Mohammad Sami,0
Babar Azam,Mohammad Sami,0
Mohammad Hafeez,Mohammad Sami,50.5
Nasir Jamshed,Mohammad Sami,0
Fawad Alam,Mohammad Sami,0
Mohammad Nawaz,Mohammad Sami,0
Sohaib Maqsood,Mohammad Sami,0
Mohammad Irfan,Mohammad Sami,0
Mohammad Sami,Shahid Afridi,0
Saad Nasim,Mohammad Sami,0
Sami Aslam,Mohammad Sami,0
Sharjeel Khan,Mohammad Sami,0
Anwar Ali,Mohammad Sami,0
Asif Ali,Mohammad Sami,0
Shah Afridi,Mohammad Sami,0
Azhar Ali,Mohammad Sami,90.5
Zulfiqar Babar,Mohammad Sami,0
Mohammad Sami,Ahmed Shehzad,0
Saeed Ajmal,Mohammad Sami,0
Shaheen Shah Afridi,Mohammad Sami,0
Hammad Azam,Mohammad Sami,0
Mohammad Rizwan,Mohammad Sami,0
Bilawal Bhatti,Mohammad Sami,0
Rahat Ali,Wahab Riaz,21.14285714
Imam-ul-Haq,Wahab Riaz,47.33333333
Haris Sohail,Wahab Riaz,49.64705882
Kamran Akmal,Wahab Riaz,47
Misbah-ul-Haq,Wahab Riaz,60.33333333
Ehsan Adil,Wahab Riaz,15.5
Imad Wasim,Wahab Riaz,24.88888889
Hussain Talat,Wahab Riaz,0
Junaid Khan,Wahab Riaz,21.75
Rumman Raees,Wahab Riaz,0
Hasan Ali,Wahab Riaz,13.30769231
Mohammad Abbas,Wahab Riaz,0
Abid Ali,Wahab Riaz,75
